timestamp,open,high,low,close,volume
2019-10-08 09:31:00,4.07,4.07,4.07,4.07,4793
2019-10-08 09:32:00,4.05,4.05,4.0,4.0,4584
2019-10-08 09:33:00,3.98,4.02,3.98,4.02,1852
2019-10-08 09:34:00,4.09,4.09,4.09,4.09,1017
2019-10-08 09:35:00,4.04,4.06,4.04,4.06,300
2019-10-08 09:36:00,4.04,4.04,4.04,4.04,1510
2019-10-08 09:38:00,4.03,4.05,4.03,4.05,1023
2019-10-08 09:39:00,4.0406,4.0406,4.0406,4.0406,502
2019-10-08 09:40:00,4.02,4.02,4.02,4.02,945
2019-10-08 09:41:00,4.02,4.02,4.02,4.02,1103
2019-10-08 09:46:00,4.01,4.01,4.01,4.01,769
2019-10-08 09:50:00,4.03,4.03,4.03,4.03,751
2019-10-08 09:51:00,4.03,4.03,4.03,4.03,724
2019-10-08 09:53:00,4.01,4.01,4.01,4.01,417
2019-10-08 09:56:00,4.0,4.0,4.0,4.0,302
2019-10-08 09:57:00,4.0101,4.0132,4.0101,4.0101,2395
2019-10-08 10:02:00,4.01,4.01,4.01,4.01,312
2019-10-08 10:03:00,4.01,4.02,4.01,4.02,2190
2019-10-08 10:05:00,4.01,4.01,4.01,4.01,401
2019-10-08 10:07:00,4.01,4.01,4.0,4.0,647
2019-10-08 10:08:00,3.99,4.0,3.99,4.0,5671
2019-10-08 10:09:00,3.9969,4.0,3.9969,4.0,2501
2019-10-08 10:11:00,4.01,4.01,4.01,4.01,202
2019-10-08 10:12:00,4.0183,4.02,4.0183,4.02,2604
2019-10-08 10:13:00,4.02,4.02,4.02,4.02,102
2019-10-08 10:15:00,4.03,4.03,4.03,4.03,164
2019-10-08 10:17:00,4.03,4.04,4.03,4.03,2131
2019-10-08 10:18:00,4.03,4.03,4.03,4.03,207
2019-10-08 10:19:00,4.03,4.03,4.03,4.03,209
2019-10-08 10:21:00,4.03,4.03,4.025,4.025,477
2019-10-08 10:30:00,4.02,4.02,4.0,4.0,853
2019-10-08 10:35:00,4.01,4.01,4.0,4.0,615
2019-10-08 10:36:00,3.99,3.99,3.97,3.97,13221
2019-10-08 10:37:00,3.97,3.97,3.92,3.92,15153
2019-10-08 10:38:00,3.93,3.95,3.93,3.95,3008
2019-10-08 10:39:00,3.96,3.96,3.96,3.96,102
2019-10-08 10:40:00,3.95,3.96,3.95,3.96,1531
2019-10-08 10:41:00,3.96,3.965,3.96,3.96,550
2019-10-08 10:42:00,3.965,3.965,3.965,3.965,103
2019-10-08 10:43:00,3.97,3.97,3.97,3.97,102
2019-10-08 10:44:00,3.96,3.96,3.96,3.96,1117
2019-10-08 10:45:00,3.9501,3.9538,3.9138,3.9401,12983
2019-10-08 10:46:00,3.94,3.95,3.94,3.94,1141
2019-10-08 10:47:00,3.9435,3.9435,3.9313,3.9313,1775
2019-10-08 10:48:00,3.94,3.95,3.94,3.95,1469
2019-10-08 10:50:00,3.9688,3.9688,3.965,3.965,1908
2019-10-08 10:52:00,3.97,3.97,3.97,3.97,1167
2019-10-08 10:53:00,3.98,3.98,3.97,3.97,2943
2019-10-08 10:58:00,3.98,3.98,3.965,3.965,10071
2019-10-08 10:59:00,3.965,3.975,3.965,3.975,660
2019-10-08 11:00:00,3.97,3.97,3.96,3.97,871
2019-10-08 11:01:00,3.96,3.98,3.96,3.9659,2026
2019-10-08 11:02:00,3.96,3.96,3.955,3.955,5650
2019-10-08 11:03:00,3.955,3.96,3.95,3.95,2327
2019-10-08 11:04:00,3.94,3.95,3.94,3.95,3813
2019-10-08 11:05:00,3.9458,3.95,3.9458,3.9461,1902
2019-10-08 11:07:00,3.95,3.95,3.94,3.95,6813
2019-10-08 11:08:00,3.95,3.95,3.93,3.93,1588
2019-10-08 11:09:00,3.93,3.93,3.93,3.93,800
2019-10-08 11:10:00,3.9251,3.9337,3.9236,3.9251,3939
2019-10-08 11:11:00,3.9251,3.9284,3.9184,3.9251,3478
2019-10-08 11:12:00,3.93,3.93,3.925,3.925,580
2019-10-08 11:14:00,3.95,3.95,3.95,3.95,1836
2019-10-08 11:16:00,3.94,3.94,3.94,3.94,246
2019-10-08 11:17:00,3.94,3.96,3.94,3.96,5033
2019-10-08 11:18:00,3.955,3.96,3.955,3.955,427
2019-10-08 11:19:00,3.95,3.95,3.95,3.95,1013
2019-10-08 11:20:00,3.94,3.945,3.94,3.945,7495
2019-10-08 11:21:00,3.93,3.93,3.93,3.93,192
2019-10-08 11:23:00,3.94,3.96,3.94,3.96,643
2019-10-08 11:26:00,3.955,3.96,3.95,3.95,1921
2019-10-08 11:27:00,3.9401,3.9531,3.9381,3.9401,5656
2019-10-08 11:28:00,3.9401,3.9437,3.9337,3.9401,992
2019-10-08 11:29:00,3.94,3.94,3.94,3.94,1217
2019-10-08 11:30:00,3.9401,3.9438,3.9338,3.9401,1442
2019-10-08 11:31:00,3.93,3.94,3.93,3.94,202
2019-10-08 11:32:00,3.93,3.93,3.93,3.93,102
2019-10-08 11:33:00,3.93,3.93,3.93,3.93,664
2019-10-08 11:34:00,3.91,3.91,3.91,3.91,330
2019-10-08 11:37:00,3.91,3.9142,3.91,3.91,2387
2019-10-08 11:38:00,3.91,3.91,3.91,3.91,672
2019-10-08 11:40:00,3.915,3.93,3.915,3.93,3997
2019-10-08 11:41:00,3.93,3.95,3.93,3.94,5663
2019-10-08 11:43:00,3.94,3.95,3.94,3.94,1147
2019-10-08 11:45:00,3.93,3.93,3.93,3.93,600
2019-10-08 11:46:00,3.92,3.92,3.92,3.92,10154
2019-10-08 11:47:00,3.92,3.92,3.92,3.92,2667
2019-10-08 11:48:00,3.925,3.925,3.925,3.925,100
2019-10-08 11:51:00,3.905,3.905,3.905,3.905,10554
2019-10-08 11:52:00,3.91,3.91,3.91,3.91,293
2019-10-08 11:55:00,3.895,3.9,3.895,3.9,11215
2019-10-08 11:56:00,3.905,3.905,3.905,3.905,598
2019-10-08 11:57:00,3.905,3.9078,3.9004,3.9004,2881
2019-10-08 12:00:00,3.9,3.91,3.9,3.91,2405
2019-10-08 12:01:00,3.9,3.9,3.9,3.9,708
2019-10-08 12:05:00,3.9,3.9,3.9,3.9,907
2019-10-08 12:06:00,3.9,3.9,3.89,3.89,307
2019-10-08 12:08:00,3.89,3.9,3.89,3.895,463
2019-10-08 12:11:00,3.89,3.89,3.89,3.89,2294
2019-10-08 12:12:00,3.8952,3.8987,3.8887,3.8902,7337
2019-10-08 12:13:00,3.88,3.89,3.88,3.89,26300
2019-10-08 12:14:00,3.9,3.91,3.9,3.905,3769
2019-10-08 12:15:00,3.91,3.92,3.91,3.92,32044
2019-10-08 12:16:00,3.9201,3.9238,3.9038,3.9151,9295
2019-10-08 12:17:00,3.92,3.92,3.92,3.92,300
2019-10-08 12:18:00,3.925,3.96,3.925,3.96,3846
2019-10-08 12:19:00,3.955,3.97,3.955,3.97,11080
2019-10-08 12:20:00,3.95,3.95,3.95,3.95,4459
2019-10-08 12:27:00,3.96,3.96,3.96,3.96,0
2019-10-08 12:31:00,3.955,3.955,3.955,3.955,339150
2019-10-08 12:33:00,3.96,3.96,3.95,3.95,210
2019-10-08 12:35:00,3.9601,3.9681,3.9596,3.9651,1075
2019-10-08 12:36:00,3.965,3.965,3.965,3.965,207
2019-10-08 12:38:00,3.965,3.965,3.96,3.9617,3595
2019-10-08 12:39:00,3.9533,3.96,3.9533,3.96,4675
2019-10-08 12:40:00,3.96,3.96,3.96,3.96,102
2019-10-08 12:41:00,3.963,3.963,3.963,3.963,1004
2019-10-08 12:43:00,3.96,3.96,3.96,3.96,102
2019-10-08 12:44:00,3.96,3.96,3.96,3.96,401
2019-10-08 12:45:00,3.96,3.96,3.96,3.96,100
2019-10-08 12:46:00,3.97,3.97,3.97,3.97,573
2019-10-08 12:47:00,3.97,3.98,3.97,3.98,862
2019-10-08 12:48:00,3.985,3.985,3.985,3.985,102
2019-10-08 12:49:00,3.98,3.985,3.975,3.975,889
2019-10-08 12:50:00,3.9784,3.9784,3.97,3.97,741
2019-10-08 12:51:00,3.96,3.96,3.95,3.95,7759
2019-10-08 12:52:00,3.95,3.95,3.95,3.95,2107
2019-10-08 12:53:00,3.935,3.94,3.935,3.94,202
2019-10-08 12:54:00,3.935,3.94,3.935,3.94,1638
2019-10-08 12:55:00,3.945,3.96,3.945,3.96,1106
2019-10-08 12:56:00,3.96,3.96,3.96,3.96,402
2019-10-08 12:57:00,3.96,3.9666,3.96,3.9666,3562
2019-10-08 12:58:00,3.9675,3.9711,3.9538,3.9602,3651
2019-10-08 13:02:00,3.95,3.95,3.95,3.95,284
2019-10-08 13:04:00,3.95,3.95,3.95,3.95,117
2019-10-08 13:05:00,3.95,3.95,3.95,3.95,137
2019-10-08 13:08:00,3.95,3.95,3.95,3.95,124
2019-10-08 13:09:00,3.95,3.95,3.95,3.95,202
2019-10-08 13:11:00,3.95,3.95,3.95,3.95,270
2019-10-08 13:15:00,3.95,3.95,3.95,3.95,111
2019-10-08 13:19:00,3.96,3.96,3.96,3.96,603
2019-10-08 13:20:00,3.96,3.97,3.96,3.97,1576
2019-10-08 13:26:00,3.96,3.96,3.96,3.96,2985
2019-10-08 13:28:00,3.97,3.97,3.9699,3.9699,752
2019-10-08 13:29:00,3.965,3.975,3.965,3.975,600
2019-10-08 13:30:00,3.97,3.97,3.97,3.97,806
2019-10-08 13:35:00,3.97,3.97,3.97,3.97,900
2019-10-08 13:36:00,3.96,3.96,3.96,3.96,308
2019-10-08 13:37:00,3.9601,3.9634,3.9534,3.9551,1384
2019-10-08 13:38:00,3.96,3.96,3.96,3.96,1877
2019-10-08 13:43:00,3.965,3.965,3.965,3.965,175
2019-10-08 13:44:00,3.965,3.965,3.965,3.965,302
2019-10-08 13:45:00,3.97,3.97,3.97,3.97,851
2019-10-08 13:46:00,3.9701,3.9734,3.9634,3.9701,552
2019-10-08 13:47:00,3.97,3.97,3.97,3.97,902
2019-10-08 13:48:00,3.97,3.99,3.97,3.99,1796
2019-10-08 13:49:00,3.99,3.99,3.99,3.99,501
2019-10-08 13:50:00,3.99,3.99,3.99,3.99,215
2019-10-08 13:51:00,3.99,3.99,3.9899,3.9899,504
2019-10-08 13:52:00,3.99,3.99,3.99,3.99,1507
2019-10-08 13:55:00,3.99,3.99,3.99,3.99,361
2019-10-08 13:56:00,3.985,3.985,3.985,3.985,275
2019-10-08 14:00:00,3.99,3.99,3.99,3.99,99
2019-10-08 14:01:00,3.99,4.0,3.99,4.0,912
2019-10-08 14:03:00,3.99,3.99,3.99,3.99,125
2019-10-08 14:06:00,3.99,3.999,3.98,3.98,3861
2019-10-08 14:08:00,3.98,3.98,3.98,3.98,111
2019-10-08 14:09:00,3.985,3.985,3.9821,3.9821,692
2019-10-08 14:14:00,3.98,3.98,3.97,3.97,841
2019-10-08 14:15:00,3.97,3.97,3.97,3.97,503
2019-10-08 14:20:00,3.9761,3.9761,3.9761,3.9761,202
2019-10-08 14:23:00,3.97,3.97,3.97,3.97,1017
2019-10-08 14:24:00,3.965,3.97,3.965,3.965,302
2019-10-08 14:25:00,3.965,3.97,3.965,3.97,890
2019-10-08 14:26:00,3.97,3.97,3.97,3.97,3332
2019-10-08 14:28:00,3.98,3.98,3.98,3.98,470
2019-10-08 14:29:00,3.98,3.985,3.98,3.985,800
2019-10-08 14:30:00,3.985,3.985,3.985,3.985,425
2019-10-08 14:31:00,3.98,3.98,3.98,3.98,162
2019-10-08 14:33:00,3.98,3.99,3.98,3.99,633
2019-10-08 14:36:00,3.99,3.99,3.99,3.99,290
2019-10-08 14:37:00,3.9901,3.9989,3.9839,3.9951,982
2019-10-08 14:40:00,3.99,4.0,3.98,3.99,12442
2019-10-08 14:41:00,3.9801,3.9839,3.9738,3.9751,2385
2019-10-08 14:42:00,3.97,3.97,3.97,3.97,216
2019-10-08 14:43:00,3.97,3.97,3.96,3.96,2064
2019-10-08 14:45:00,3.96,3.96,3.96,3.96,125
2019-10-08 14:46:00,3.9601,3.9689,3.9488,3.9501,16011
2019-10-08 14:47:00,3.945,3.955,3.94,3.94,7155
2019-10-08 14:48:00,3.95,3.955,3.94,3.94,6318
2019-10-08 14:49:00,3.945,3.95,3.945,3.95,1530
2019-10-08 14:53:00,3.96,3.96,3.96,3.96,107
2019-10-08 14:55:00,3.95,3.95,3.95,3.95,204
2019-10-08 14:56:00,3.95,3.95,3.95,3.95,103
2019-10-08 14:57:00,3.96,3.96,3.96,3.96,1836
2019-10-08 14:58:00,3.96,3.96,3.95,3.95,4853
2019-10-08 14:59:00,3.96,3.97,3.96,3.97,2429
2019-10-08 15:00:00,3.97,3.97,3.96,3.96,442
2019-10-08 15:01:00,3.9652,3.9688,3.9538,3.9552,8787
2019-10-08 15:03:00,3.96,3.96,3.96,3.96,1564
2019-10-08 15:05:00,3.955,3.96,3.955,3.96,224
2019-10-08 15:07:00,3.9591,3.96,3.9591,3.96,1202
