timestamp,open,high,low,close,volume
2019-10-08 09:45:00,10.25,10.25,10.25,10.25,0
2019-10-08 10:50:00,9.91,9.91,9.9,9.9,892
2019-10-08 10:54:00,9.54,9.54,9.54,9.54,454
2019-10-08 10:58:00,9.5124,9.5124,9.5124,9.5124,798
2019-10-08 11:03:00,9.6273,9.6273,9.6273,9.6273,559
2019-10-08 11:39:00,9.78,9.78,9.78,9.78,430
2019-10-08 12:33:00,10.2,10.2,10.2,10.2,1047
2019-10-08 12:50:00,10.1459,10.1459,10.1459,10.1459,161
2019-10-08 12:53:00,9.83,9.83,9.83,9.83,211
2019-10-08 13:15:00,9.9153,9.9246,9.8152,9.9153,662
2019-10-08 14:46:00,9.9508,9.9508,9.9508,9.9508,572
2019-10-08 15:12:00,9.9488,9.9488,9.9488,9.9488,154
2019-10-08 15:24:00,10.1778,10.1778,10.1778,10.1778,1154
2019-10-08 15:39:00,10.0,10.0,10.0,10.0,130
2019-10-08 15:53:00,10.0,10.0,10.0,10.0,1306
2019-10-08 15:55:00,9.995,9.995,9.995,9.995,209
2019-10-08 15:58:00,10.0,10.0,10.0,10.0,103
2019-10-08 15:59:00,10.0,10.0,10.0,10.0,200
2019-10-08 16:00:00,10.0,10.0,10.0,10.0,0
2019-10-09 09:45:00,10.0,10.0,10.0,10.0,1156
2019-10-09 10:18:00,10.19,10.19,10.19,10.19,100
2019-10-09 11:04:00,9.98,9.98,9.98,9.98,100
2019-10-09 11:24:00,9.7,9.7,9.61,9.61,200
2019-10-09 11:25:00,9.61,9.61,9.61,9.61,506
2019-10-09 11:26:00,9.54,9.54,9.54,9.54,101
2019-10-09 11:27:00,9.55,9.55,9.55,9.55,100
2019-10-09 11:28:00,9.55,9.6,9.55,9.6,502
2019-10-09 11:31:00,9.53,9.53,9.53,9.53,476
2019-10-09 11:33:00,9.52,9.52,9.501,9.501,273
2019-10-09 11:35:00,9.37,9.37,9.37,9.37,173
2019-10-09 11:37:00,9.54,9.55,9.54,9.55,500
2019-10-09 11:40:00,9.45,9.45,9.45,9.45,100
2019-10-09 11:41:00,9.6199,9.7,9.6199,9.7,813
2019-10-09 11:42:00,9.98,9.99,9.98,9.99,300
2019-10-09 11:43:00,9.73,9.73,9.7,9.7,1000
2019-10-09 11:54:00,9.6,9.6,9.6,9.6,100
2019-10-09 11:57:00,9.75,9.77,9.75,9.77,401
2019-10-09 12:57:00,10.3275,10.3275,10.3275,10.3275,1101
2019-10-09 13:51:00,9.8354,9.8354,9.8354,9.8354,100
2019-10-09 13:58:00,9.5978,9.5978,9.5978,9.5978,1000
2019-10-09 14:06:00,10.15,10.15,10.15,10.15,100
2019-10-09 15:00:00,9.91,9.91,9.91,9.91,100
2019-10-09 15:03:00,9.7373,9.77,9.7373,9.77,910
2019-10-09 15:12:00,9.8,9.8,9.8,9.8,900
2019-10-09 15:41:00,10.0,10.0,10.0,10.0,0
2019-10-10 09:43:00,9.718,9.718,9.718,9.718,1000
2019-10-10 09:52:00,9.9322,9.9322,9.9322,9.9322,400
2019-10-10 10:38:00,10.2,10.2,10.2,10.2,113
2019-10-10 11:24:00,9.82,9.82,9.82,9.82,100
2019-10-10 11:42:00,9.62,9.62,9.62,9.62,193
2019-10-10 12:06:00,9.64,9.64,9.64,9.64,221
2019-10-10 12:08:00,9.57,9.57,9.5605,9.5605,200
2019-10-10 12:09:00,9.71,9.71,9.71,9.71,148
2019-10-10 12:14:00,9.73,9.74,9.73,9.74,500
2019-10-10 12:15:00,9.75,9.75,9.75,9.75,115
2019-10-10 12:16:00,9.9504,10.0607,9.8742,10.0518,1458
2019-10-10 12:28:00,9.98,9.98,9.972,9.972,450
2019-10-10 12:49:00,10.0025,10.0025,10.0025,10.0025,450
2019-10-10 12:54:00,9.93,9.93,9.9,9.9,500
2019-10-10 13:06:00,9.8254,9.8254,9.8254,9.8254,300
2019-10-10 13:14:00,9.64,9.64,9.64,9.64,100
2019-10-10 13:53:00,10.07,10.07,10.07,10.07,100
2019-10-10 14:39:00,10.02,10.02,10.02,10.02,105
2019-10-10 15:19:00,9.97,9.97,9.97,9.97,200
2019-10-10 15:39:00,9.95,10.0222,9.95,10.0222,1000
2019-10-10 15:45:00,9.9883,9.9883,9.9883,9.9883,7889
2019-10-11 11:00:00,9.67,9.67,9.62,9.62,0
2019-10-11 11:16:00,9.63,9.63,9.63,9.63,650
2019-10-11 11:27:00,9.7363,9.7363,9.7363,9.7363,250
2019-10-11 11:34:00,9.73,9.749,9.73,9.749,200
2019-10-11 11:35:00,9.75,9.75,9.75,9.75,225
2019-10-11 11:48:00,9.62,9.62,9.14,9.14,2150
2019-10-11 11:55:00,9.59,9.64,9.59,9.63,2139
2019-10-11 11:58:00,9.707,9.79,9.707,9.79,373
2019-10-11 12:11:00,9.65,9.65,9.65,9.65,100
2019-10-11 12:24:00,9.79,9.79,9.79,9.79,213
2019-10-11 12:25:00,9.7392,9.7392,9.7392,9.7392,125
2019-10-11 12:33:00,9.78,9.78,9.78,9.78,100
2019-10-11 13:41:00,9.71,9.71,9.71,9.71,159
2019-10-11 13:58:00,9.78,9.78,9.78,9.78,200
2019-10-11 15:12:00,9.79,9.79,9.79,9.79,200
2019-10-11 15:22:00,9.8,9.98,9.8,9.98,1100
2019-10-11 16:00:00,9.68,9.68,9.68,9.68,9938
